id	component1	component2	class
666	1.47607856022093	-0.750677879677528	156
667	2.13763800082039	0.237361012950552	156
668	3.25559010532637	5.94776666775558	156
669	2.39445000485511	-0.380907061532723	156
670	2.08480947941414	0.141764666807274	156
671	1.06539952255796	1.33732249123429	156
672	1.28617701915884	-0.102806007650807	156
673	2.23269461731082	-0.0333214309408082	156
674	1.56922438349612	0.539553822779513	156
675	1.41968135270826	-0.481484813165075	156
676	2.20192859247199	-0.813665955725727	156
677	1.483788279091	-0.680865660748221	156
678	2.63961825964508	-1.5191773311413	156
679	1.67927538864627	-2.23353250592191	156
680	1.65464686672339	-1.97240027961821	156
681	2.02779228749191	-1.87410319444793	156
682	0.935336632971264	-0.251763474905309	156
683	2.35239678558523	-1.78242812672002	156
684	1.59784189622424	-3.01451869229743	156
685	1.67420427522388	0.45550569907503	156
686	0.972799727762979	0.762460994283337	156
687	1.34441567380444	0.578593488888891	156
688	2.90026491831491	1.07966772380715	156
689	2.19693411630631	-0.705400762800891	156
690	1.38029881864125	0.40162048926885	156
691	1.92612037754271	-0.0588938129393634	156
692	1.62138972385876	0.520288714211944	156
693	1.94234947193128	-1.1526909607351	156
694	1.73346739885728	-0.425517567814024	156
695	2.26122234878577	-0.0366756257412315	156
696	1.29043139056012	0.858667438398333	156
697	-0.118051536828167	2.10436104745365	156
698	2.19398335409391	-2.23110213966189	156
699	2.11712695727879	-0.404642911989204	156
700	2.69022694099895	-0.701195698903323	156
701	1.9337326651665	-1.72869823410146	156
702	2.00085910918152	-0.834070754048763	156
