id	component1	component2	class
286	0.645707912487556	-0.871704507546991	152
287	0.582184327767667	0.94945252134849	152
288	0.919836334473765	2.0214997001634	152
289	0.0133130822759072	0.567582388483369	152
290	-0.412018377383324	-2.89215754315887	152
291	-0.151490840921914	-2.85979875159613	152
292	0.422588553093131	-1.92350472957674	152
293	-0.304123739314714	-2.30491972849165	152
294	-0.363912382700833	-0.408651382116522	152
295	0.270024696308848	-0.253185450742354	152
296	0.918321149027623	0.561927641307202	152
297	0.634473511319683	0.394506617715105	152
298	0.725465575945585	0.855075760052192	152
299	0.38706873536009	0.454449205989603	152
300	0.235649720545826	1.18365603809631	152
301	-0.175351469416819	-2.18401120597487	152
302	-0.0680507991814324	0.994527194373254	152
303	-0.39617227431649	-0.773155218573594	152
304	-0.371224713603553	1.60225802198151	152
305	0.48206219667758	1.79442804014051	152
306	0.190635205821795	-0.621466691666039	152
307	-0.123528881486361	1.94072295228689	152
308	0.372568156396048	0.766747775805839	152
309	0.754261297470593	2.33636995366983	152
310	0.149701029769491	0.737578859884814	152
311	-0.675668614078942	-0.123839446402325	152
312	1.0689892845001	0.0253636143577636	152
313	0.321837592547138	1.65554584608001	152
314	0.408032787135985	0.483368392637475	153
315	0.705075797102893	1.07161372516753	153
316	0.159991497667583	1.58624147432505	153
317	0.186048308631311	-0.00124056556352888	153
318	0.532084280111528	0.673330424308263	153
319	0.749436455371304	0.955640047583599	153
320	-0.999070867117906	0.188939536761718	153
321	-0.329998333131699	-1.74360650513326	153
322	0.325354555370173	0.568322518963383	153
323	-0.376866433893912	1.41614653644696	153
324	0.581641300210958	0.694463069258907	153
325	0.876866434768454	-2.81285439943757	153
326	0.570249740007724	-1.2151220633438	153
327	0.457388293644014	0.35111924306124	153
328	-0.712758187073095	1.80287264269816	153
329	-0.561692809495859	-0.129558793145838	153
330	0.227953631352528	0.818634404846647	153
331	0.799216791018319	-0.0359417223429385	153
332	1.04467100768655	0.542497578189862	153
333	1.09401187042157	-0.29901401413059	153
334	0.0839569144769743	0.964893062846171	153
335	0.301599902355069	0.0526966585518802	153
336	0.261807136818677	-0.183784077362426	153
337	0.594520124527047	-0.0340404708553885	153
338	-0.344121695530278	1.0012277463953	153
339	0.245541443999351	-0.554876407902465	153
340	1.10424500981055	1.89402515549102	153
341	0.210576896851611	-1.46767058349496	153
342	1.13416195874249	0.746127167854119	153
343	-1.41771437569518	1.07351864375706	153
344	1.08081126315096	-0.0673555994546638	153
345	1.21922255273141	0.052791745136854	153
346	0.501630708608186	-1.27623210301243	153
347	-0.461804056176568	1.35192641577297	153
348	0.280345886128836	-0.490174305916621	153
349	-0.24771769287676	0.698325506610812	153
350	-0.573061763381157	1.68825979003918	153
351	0.617402126044832	0.584704474376934	153
352	0.754149672453924	-0.35004529323997	153
353	1.17727526026706	0.402337272735111	153
354	0.0894408008430662	0.625217302411597	153
355	-0.944232205799525	1.61503492074408	153
356	1.10865307762131	1.51324472684469	153
357	-0.296003946123445	0.749488143585212	153
358	0.707707065693434	0.958905180080919	153
359	-0.701150195262968	1.09147387542996	153
360	0.3710299992941	-0.439805577164628	153
361	0.652525761161825	-0.124639014635085	153
362	0.520520874367219	-0.132615925981845	154
363	0.556994724479012	-0.0820396928340269	154
364	1.32173150790309	2.10905993928115	154
365	1.00517779437267	0.535803335236986	154
366	0.292280663683933	1.052345060977	154
367	1.05257406876226	0.214909198615138	154
368	1.06759514250971	-0.668202221572791	154
369	-0.998133490982283	1.17273048287317	154
370	0.897034527697835	1.35953765158887	154
371	1.69699467999197	1.66322569952527	154
372	-0.484877457403655	0.656970740173252	154
373	0.427721424602841	1.22339750542175	154
374	0.653854822254778	-0.792065948174794	154
375	-1.31803847871875	2.03834927261857	154
376	0.657322585742043	0.567595183439446	154
377	0.520443309832835	0.376269125291737	154
378	0.797509303234234	1.43559553100584	154
379	0.0215902315652707	1.65932519781059	154
380	-0.875185447530569	1.82438929275758	154
381	-0.211342396952842	0.452399074028637	154
382	0.697901035030017	1.86026822370915	154
383	1.15086323281105	-0.568295312403095	154
384	1.00458536352185	0.831760834080645	154
385	1.16589359950242	0.633862572605263	154
386	0.820161931950115	0.827234137855434	154
387	1.17211626171245	0.516647488681479	154
388	0.355221433537558	1.70099969191555	154
389	-1.14609640147129	0.815480381798136	154
390	0.375023250967569	-2.21211809032512	154
391	0.219299854475714	0.96077534317027	154
392	1.1723535111001	-0.338244000418172	154
393	1.07594428023103	-3.00781436297197	154
394	1.3329535233192	-2.64117091646353	154
395	0.970786273623136	-3.37630271371348	154
396	1.46040996006652	1.06998129253387	154
397	1.37165732634535	-2.3541308263988	154
398	0.842305858216337	0.68167155075319	154
399	0.170509743521575	-0.282474204983358	154
400	0.0518412928133286	1.02000480102127	154
401	0.783399415364603	0.94194106203795	154
402	0.326192147195476	-2.72790781375422	154
403	0.614045508700699	-0.541775251441805	154
404	-0.737220637008461	1.72621527935203	154
405	0.94551500176368	1.30174335279552	154
406	1.38986851015746	0.017216088986212	154
407	1.11867542680917	-0.302280086969978	154
408	-0.97485894098644	2.53340116059078	154
409	0.599489383451753	0.317673449301364	154
410	0.00489625516875548	-2.26586276628989	154
411	-0.144793393788783	-0.55673243308904	154
412	1.22865296091836	-1.40099337966464	154
413	0.844390550786451	-0.194012299914319	154
414	-0.0556686691018557	1.62537048716346	154
415	0.280130162779043	-0.847085655392408	154
416	1.09385850725055	2.32876932045538	154
417	-0.0626316419344893	1.23789479426884	154
418	1.6945156956979	0.98669096948391	154
419	1.22317272382278	0.796980006667774	154
420	1.19480214388177	0.419206253131051	154
421	-0.0157798014716556	-1.2354202612715	154
422	0.523850556995405	0.243802542029728	154
423	0.0979605254578655	1.08307246643096	154
424	-0.275144460927863	1.02452500312731	154
425	0.984065794339323	0.551697132568112	154
426	0.762259282269751	0.570491388664049	154
427	0.559888865109204	-0.457663903533999	154
428	1.55497997807776	1.51076989783104	154
429	0.543420699620322	0.729489931424983	154
430	0.0317492355150967	0.0333103584169872	154
431	0.996500511122242	-2.81398789826273	154
432	1.19400557706305	0.579436930518497	154
433	0.563149424355371	1.54366394905557	154
434	0.907791441389645	-0.1699298498431	154
435	-0.12030699843313	0.500695125601121	154
436	0.788455762077995	0.37062829614248	154
437	0.325249008644932	-1.75234545743739	154
438	0.603977365451304	-1.54976116170833	154
439	1.33240336888972	-1.26078501467547	154
440	0.134184892658903	-1.17302309209693	154
441	0.442715970263869	1.17034327215244	154
442	0.848670742974075	0.935703142395205	154
443	0.67558553943499	-0.284501840239689	154
444	1.35605877572299	1.28740847635622	154
445	1.11176309710393	1.10655254403604	154
446	-0.382268068196079	1.50484141799217	154
447	0.746775964862634	1.24361945119779	154
448	1.63711544775502	-1.70726952496013	155
449	1.53539163664643	-0.177390441262643	155
450	1.59576328736923	-0.211130227252089	155
451	1.52125169288634	-0.393772470707583	155
452	1.66620160326866	1.11824218148798	155
453	1.70908985961549	0.516815345632098	155
454	1.13739019301503	-3.23901880666206	155
455	1.17792484382945	-0.166409725404421	155
456	1.20872115779316	0.122395116280133	155
457	0.610030037473379	1.05732215293287	155
458	0.644129216176868	0.931849876260066	155
459	1.94594072861559	1.8468837519444	155
460	0.501317840953364	1.48413310413221	155
461	1.24272874554703	-0.915474884475606	155
462	0.372952015089738	-0.739539526559375	155
463	0.806940347071626	1.23131240937499	155
464	1.07885295958717	0.511322673121733	155
465	0.615196490725033	1.31728948044968	155
466	1.61174724642894	-0.207312388940008	155
467	1.37443042633911	0.737956099762477	155
468	1.41410472364821	0.787040346563768	155
469	0.742013958909706	-2.63179767524706	155
470	0.143770124591501	1.62954934197483	155
471	1.24696489022498	-1.56679386859307	155
472	1.26999586970999	-1.46980081777406	155
473	1.76780096771002	-2.63588573840894	155
474	1.83598230874881	-2.74975562424415	155
475	1.25061145072234	-3.18141391666374	155
476	1.17361373073173	-1.93002780918907	155
477	1.36441556411299	-1.61393176514618	155
478	1.73351868395717	-2.00896203810277	155
479	1.73704219537701	-1.35474979101611	155
480	0.974398797325294	-0.0944253221812352	155
481	1.67721076600068	-1.35615944567158	155
482	1.35853833050484	0.637414635409726	155
483	1.52512886541658	0.641386004865597	155
484	0.0189455396327704	-1.43553100171733	155
485	0.548898008921121	0.522423637776801	155
486	1.10666150141446	0.493218365997443	155
487	0.930462009196467	0.893458232403797	155
488	0.929091336915773	-0.289751955656649	155
489	1.05419954014041	1.05568258307353	155
490	0.958368754721243	1.58789271336467	155
491	0.302625840356395	1.32215588769306	155
492	0.921972751894014	0.416128909284156	155
493	1.18538214614362	-0.830809292731374	155
494	0.861257183398155	-0.100037543909653	155
495	0.979296361677957	-1.7788501030764	155
496	1.40925835797496	-0.680212610953158	155
497	0.626350108522162	-0.771443031908951	155
498	1.10594518328999	-2.35487529776408	155
499	1.29820852687081	-1.47401114379484	155
500	0.148308283898565	-0.663232084271472	155
501	1.57255939653521	-0.645334880801723	155
502	1.08782334758724	-0.63113211039169	155
503	1.28875198546845	0.0918541972653865	155
504	1.9290098983742	0.529279479959214	155
505	1.32237053809091	-0.24159562129693	155
506	1.60723172905471	-1.56007581103944	155
507	0.947404146505191	-0.42634293622386	155
508	1.56617370050368	0.156226631996457	155
509	1.15653771764976	1.17497559423372	155
510	2.11589009723015	-0.423098473016579	155
511	0.331697661251807	0.999223989217582	155
512	0.844232114132702	-1.45768690866507	155
513	1.43185914943873	0.211344572148	155
514	1.1052007450621	0.340897750193782	155
515	0.811754280661205	-0.518618695448062	155
516	1.22552225529567	0.943710042647571	155
517	1.08249922354017	0.440458680295583	155
518	1.19932162578564	0.66058784945448	155
519	1.26605815200512	0.7207766265875	155
520	0.0400408391679313	1.64101929510977	155
521	1.67791042944374	0.72900613818343	155
522	1.32242118959142	-0.200423506314957	155
523	1.41450483940508	0.412766482146739	155
524	1.46400269569603	-1.86273827399814	155
525	1.54740911340065	-0.16702655626246	155
526	1.33556860629077	-0.760856134771078	155
527	0.991799539428632	0.795212288696794	155
528	1.39772450561008	-2.17044837369902	155
529	1.18146543428927	-0.0902624675536283	155
530	0.847030422206375	-1.18937518052406	155
531	0.187015757335671	-0.934347271129933	155
532	-0.0188387868861599	2.38365591477277	155
533	1.17711032525949	1.23570903068555	155
534	1.75766144656368	0.131577037588611	155
535	1.13741770720352	-1.86582684713917	155
536	1.40497421910339	0.155661719232931	155
537	2.28679397011618	-0.447700354889836	156
538	2.36833201735258	1.02091684624418	156
539	2.09190482617676	-1.68375398057525	156
540	1.12715201215698	0.905004136017562	156
541	2.70966681141761	1.32455745817592	156
542	1.85989117461391	1.25896330075364	156
543	2.14821154383939	-2.39750226242523	156
544	-1.53860454901085	2.44363484838152	156
545	3.79029156941044	9.13768057943327	156
546	2.48350908044837	-1.48414461959247	156
547	1.83750842037136	0.129458053540375	156
548	1.54841595113498	0.613472181313606	156
549	2.14368631271015	-0.0590806965466387	156
550	1.52690556880862	0.526656942652384	156
551	-0.147948235030856	2.19564192851563	156
552	2.04541520542138	-0.319408350731126	156
553	1.95285080395774	1.07378342276915	156
554	2.20958436048123	1.49677502033615	156
555	2.75334238165611	-1.83526836672942	156
556	0.0899970874406207	1.38189152867186	156
557	1.10061707571454	1.23166499935622	156
558	2.05920943616228	0.8424949089025	156
559	2.07212246782805	-0.949299627459113	156
560	3.1236857728861	3.2737245492322	156
561	1.95995873662808	0.134256530205105	156
562	2.04859619315732	0.199166385411723	156
563	1.25662123737134	1.02219194038181	156
564	1.74173637752371	0.264940289855412	156
565	1.97246573543725	-1.24281022744002	156
566	1.25270168841043	-0.519404956068439	156
567	2.18319600888416	-1.41656898119123	156
568	1.49812516181782	-1.65100021902187	156
569	2.00317727884928	-0.518826821034488	156
570	2.28429118271174	-0.436861151606538	156
571	1.91646740853305	0.2697908842353	156
572	2.17214805669109	-0.656918812115758	156
573	1.4487260857601	-0.326426613247133	156
574	1.49791644322148	0.256603366103105	156
575	0.530721067239884	1.12882814880944	156
576	1.39250395185818	-2.15802056651148	156
577	2.26736269669943	-0.184037853153989	156
578	0.861796701609865	0.644071087699266	156
579	2.28421186103061	-1.37905651332973	156
580	2.70766164441084	-2.12144664738753	156
581	2.66155914943637	-0.0555976664987401	156
582	1.97675244399374	-0.0325533705706437	156
583	2.09676190102079	-0.81581151858866	156
584	1.5243390078659	-0.511104915265115	156
585	2.0512425703494	-0.61847909710023	156
586	0.551133726573461	-0.265335668516736	156
587	2.36154800221557	0.223262427818869	156
588	2.70884816442449	-0.730693748046435	156
589	2.00649769755177	-1.54093846745621	156
590	1.26001952114761	1.15774986652381	156
591	0.455421215999115	1.77055372124659	156
592	2.3176207618139	0.396775984987916	156
593	1.20090960377966	1.05003499356961	156
594	2.32252142745395	-0.479567903082772	156
595	2.47632194544462	-0.489049547538972	156
596	2.31080111599165	0.0880747191513577	156
597	1.66387521190053	-1.36682057930254	156
598	2.24972731986005	-0.0526062015415347	156
599	1.47276865866403	-0.32167663762748	156
600	1.63928618629165	0.914014395842341	156
601	2.06037950582088	-0.342293013549586	156
602	1.67953429042071	1.42646165004828	156
603	1.14603727926855	1.1806756375557	156
604	1.63560642794737	-1.44651980499267	156
605	2.26998860614133	-1.71636756438296	156
606	1.80392986212393	-0.415482970205045	156
607	2.2971355530359	0.643926787836881	156
608	1.6369892860461	-1.03733749581216	156
609	0.226416624354747	1.6818111722315	156
610	1.57962794094637	-1.75728845476043	156
611	1.98754971195794	-0.222452482030663	156
612	1.75423173313303	-1.52738701850792	156
613	2.08862309540505	-0.767722150500168	156
614	2.21401537816307	-2.78374965230043	156
615	2.03987023125718	0.984821072175287	156
616	0.935902497742917	0.178124140298937	156
617	1.24398335985328	0.691142119119402	156
618	1.78689328439454	0.727830715823802	156
619	2.58203450742775	1.01860939487925	156
620	1.72640040009084	0.099671918321859	156
621	1.93464429098272	0.650868839217762	156
622	2.59637037859737	1.32259939642822	156
623	1.90310641552601	0.390217785671559	156
624	1.99847460782029	-1.06405636971867	156
625	1.88979521288918	-2.60023969995073	156
626	1.89517472495504	-1.64901595792924	156
627	2.89702043128698	2.32052008760093	156
628	1.05540774296618	-1.49090681583737	156
629	1.89352117344672	-1.64851849963263	156
630	2.2504368464045	-1.39116264944084	156
631	1.18754602823017	0.983390986900619	156
632	2.52050996274467	-1.75314483980797	156
633	1.26900647140822	0.966794155607395	156
634	2.25574619000778	0.255448080803739	156
635	2.49335861765026	-0.911851087581273	156
636	1.5207692312025	0.106635488362118	156
637	1.74555134461189	-1.6129287014442	156
638	2.17671407615967	-1.69462447606174	156
639	2.44640383423153	0.040472413263913	156
640	1.02212807964188	1.41463448980512	156
641	0.882130651513672	1.52144456181226	156
642	1.95121470307934	0.282464585684764	156
643	1.57657257000003	-0.824752923613486	156
644	2.41760799726316	-2.98297196858104	156
645	1.98196597637192	-1.03742751885751	156
646	2.22135164579082	-0.89280150491692	156
647	2.38342130840057	1.06111853324373	156
648	-0.517412544375167	2.7132948301083	156
649	2.57641287749663	-0.755565466643843	156
650	1.71728040849121	-0.86597486450302	156
651	2.3342245567016	-1.43490576566961	156
652	0.655465973710018	0.941112256903823	156
653	2.31904419468566	-0.356699644298482	156
654	1.89191082296243	-0.297175279323824	156
655	1.90193322257148	-2.15588859787622	156
656	1.50159288562401	-2.25329677144925	156
657	1.84558623424715	-0.749497360886657	156
658	2.08438801281911	-1.1511578076666	156
659	2.12257464056542	-0.708444401821911	156
660	2.28484346515467	-0.392500062475711	156
661	2.16071793513357	-0.493346743425998	156
662	1.5814169846078	0.78674492057405	156
663	1.62021441104377	-1.10798771758133	156
664	2.56416223042849	0.646514595337636	156
665	2.03747541858464	-1.27117010334297	156
